ID,URL,Filename
1,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/21_taste_house.jpeg,21_taste_house.jpeg
2,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/4505_burgers_bbq.jpeg,4505_burgers_bbq.jpeg
3,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/absinthe_brasserie_and_bar.webp,absinthe_brasserie_and_bar.webp
4,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/alices.jpg,alices.jpg
5,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/als_super_cafe.jpg,als_super_cafe.jpg
6,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/amami_sushi_bistro_sf.jpg,amami_sushi_bistro_sf.jpg
7,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/ananda_fuara.jpeg,ananda_fuara.jpeg
8,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/andersen_bakery.webp,andersen_bakery.webp
9,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/an_chi_vietnamese_cuisine.jpg,an_chi_vietnamese_cuisine.jpg
10,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/arts_cafe.jpeg,arts_cafe.jpeg
11,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/atlas_cafe.webp,atlas_cafe.webp
12,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/b.jpeg,b.jpeg
13,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/bac_lieu_restaurant.jpg,bac_lieu_restaurant.jpg
14,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/balboa_cafe.png,balboa_cafe.png
15,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/balboa_ice_cream.jpeg,balboa_ice_cream.jpeg
16,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/barbacco.jpeg,barbacco.jpeg
17,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/bb_tea.jpg,bb_tea.jpg
18,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/big_joes.jpeg,big_joes.jpeg
19,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/bite.jpg,bite.jpg
20,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/boba_gen.jpeg,boba_gen.jpeg
21,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/boba_guys.jpeg,boba_guys.jpeg
22,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/bottega.jpeg,bottega.jpeg
23,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/boudin_bakery_cafe.jpeg,boudin_bakery_cafe.jpeg
24,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/brew_cha.jpeg,brew_cha.jpeg
25,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/bullshead_restaurant.jpg,bullshead_restaurant.jpg
26,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/burger_joint.jpeg,burger_joint.jpeg
27,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/burrito_loco.jpeg,burrito_loco.jpeg
28,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/cafe_bakery_restaurant.jpeg,cafe_bakery_restaurant.jpeg
29,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/cafe_de_casa.webp,cafe_de_casa.webp
30,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/cafe_tiramisu.jpeg,cafe_tiramisu.jpeg
31,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/casa_mexicana.jpg,casa_mexicana.jpg
32,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/cesarios.jpeg,cesarios.jpeg
33,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/casa_mexicana.jpg,casa_mexicana.jpg
34,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/cesarios.jpeg,cesarios.jpeg
35,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/chaiya_thai_restaurant.jpg,chaiya_thai_restaurant.jpg
36,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/cinderella_baker_cafe.jpeg,cinderella_baker_cafe.jpeg
37,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/cocos_ramen.jpeg,cocos_ramen.jpeg
38,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/crossroad_pizzeria.jpeg,crossroad_pizzeria.jpeg
39,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/deli_23.jpeg,deli_23.jpeg
40,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/domo.jpg,domo.jpg
41,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/doppio_zero_san_francisco.jpeg,doppio_zero_san_francisco.jpeg
42,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/double_rainbow_ice_cream.jpeg,double_rainbow_ice_cream.jpeg
43,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/dumpling_home.jpeg,dumpling_home.jpeg
44,https://suber-eats-seeds.s3.us-west-1.amazonaws.com/pho_ha_tien.jpeg,pho_ha_tien.jpeg
